,cov_trace,mean_mode_trace,recall,precision
93,2.9530134266086536,0.009170403216248277,0.334,0.858
94,2.837929692124258,0.011833094787439607,0.4056,0.842
95,2.874340209897925,0.010532926276155853,0.4044,0.8464
96,2.8169602853945857,0.009838523715750096,0.3928,0.8388
97,2.823612564148252,0.009431437152001617,0.3652,0.8356
98,2.8657962820355185,0.009897399525094821,0.356,0.8376
99,2.8386896700916067,0.009896451842684652,0.3264,0.834
100,2.7928412815493675,0.011708970255701591,0.3524,0.8448
101,2.8622244073980863,0.010747324638253817,0.3704,0.8388
102,2.8840942643943714,0.00989499499140871,0.3864,0.8448
103,2.8415781748943267,0.008772356437204629,0.368,0.8324
104,2.872993566180156,0.008726214481402258,0.352,0.8276
105,2.9326823105517414,0.009322013937065969,0.3764,0.8412
106,2.8407810196494143,0.008419392915800359,0.3604,0.834
107,2.8019584310318195,0.008009487140111512,0.3716,0.8224
108,2.8289177196519755,0.007613356992459503,0.318,0.8272
109,2.795141878038614,0.007393191381129737,0.3168,0.8248
110,2.8310703327012092,0.0074213873947954765,0.3232,0.8092
111,2.8056417157423565,0.007100036049259099,0.2712,0.8168
112,2.8384962484527207,0.0072069132778577885,0.2904,0.8132
113,2.8014896191708853,0.006924907718861932,0.2908,0.806
114,2.7779088491321486,0.00843847563217372,0.3004,0.796
115,2.7604405227550632,0.007432728597449213,0.2696,0.7972
116,2.772181581190223,0.00795486138462737,0.2992,0.7804
117,2.7975890711085967,0.007959654345608882,0.2704,0.8024
118,2.7009004948337347,0.009455727568594852,0.2996,0.8
119,2.6726195471055627,0.007856629271712507,0.3252,0.7828
120,2.71406575395702,0.007862042112058149,0.2596,0.7856
121,2.757350081785961,0.007122035306360913,0.2848,0.7924
122,2.7845371775291903,0.006547636562466706,0.3256,0.7712
123,2.7570958029889754,0.006463257390412076,0.294,0.7676
124,2.7867054437643874,0.006309727579738024,0.2484,0.7772
125,2.7683077827584963,0.006734126192954408,0.2628,0.7872
126,2.707467140337608,0.0065977186374700444,0.2384,0.7848
127,2.6824990909535993,0.005760675727640904,0.1872,0.7824
128,2.740671349785231,0.005657609548318558,0.2276,0.7672
129,2.807245251389099,0.006035561907935809,0.2036,0.7612
130,2.8784020377526076,0.0069144359416695375,0.2184,0.772
131,2.880531071151922,0.005756168194628474,0.212,0.7708
132,2.87225408805737,0.005239849780693695,0.1844,0.7676
133,2.884416332147373,0.0054408600409353945,0.174,0.7616
134,2.9080983497715733,0.005004404473740443,0.1492,0.7604
135,2.85899799771666,0.004333645406892083,0.1868,0.754
136,2.835239254291756,0.004338924263452755,0.1732,0.7584
137,2.8086857584502187,0.003974039509130495,0.21,0.7612
138,2.7665277822120204,0.003733136012084133,0.2196,0.7504
139,2.8098100725571986,0.003962596835238838,0.1572,0.7556
140,2.8172537806206064,0.004264259924094154,0.1588,0.7532
141,2.8132403887178956,0.003546077561355063,0.176,0.7532
142,2.8386517986690722,0.003717325509776767,0.1696,0.7524
143,2.8549223275103635,0.0038380127822936084,0.1812,0.7536
144,2.8506592476625414,0.0035145000480041352,0.1548,0.7592
145,2.86404823327786,0.0034220626185814517,0.152,0.7532
146,2.9096679688402176,0.003297266620116332,0.1384,0.7464
147,2.8753139985077194,0.004036639965007501,0.1456,0.7436
148,2.8069000832331805,0.0038694961784278372,0.138,0.736
149,2.793637361924308,0.004092636989957928,0.1296,0.7528
150,2.741784829529988,0.002984703218584633,0.1344,0.7724
151,2.728376784546996,0.002756878800938393,0.114,0.7752
152,2.696637514924364,0.0024671987949201743,0.1292,0.7872
153,2.700638043923386,0.0025397765906558516,0.1296,0.7836
154,2.68886461023931,0.0023218894925331026,0.104,0.7968
155,2.6358005877501225,0.0022250016792390954,0.1064,0.81
156,2.558406932728392,0.0020847563611107534,0.1172,0.8268
157,2.5111339240608865,0.0019924220283301436,0.1264,0.8096
158,2.5469019604867014,0.0023298289903871724,0.116,0.814
159,2.529394789552308,0.0020004875691808604,0.1004,0.824
160,2.4643017198393844,0.001944641531725886,0.118,0.8316
161,2.4944218006195786,0.0017986106573334363,0.096,0.8332
162,2.5341902014564246,0.0019698907317836924,0.1008,0.838
163,2.433485175315238,0.0016450053535290855,0.104,0.8448
164,2.480260883559888,0.0015182510001946745,0.1072,0.8468
165,2.3946026444643507,0.001494843570586674,0.0916,0.844
166,2.4169451971874043,0.0014713196244856052,0.0932,0.8432
167,2.4561509898107,0.0015424585114117107,0.096,0.8412
168,2.4660380102963826,0.0014513781742575577,0.0928,0.8428
169,2.496606603492242,0.0014411335455679951,0.0904,0.8496
170,2.4489450811530666,0.0015738137184101628,0.1712,0.8552
171,2.477786929169094,0.0014319494965552557,0.1264,0.8416
172,2.5553989766536978,0.0013760459810436177,0.1392,0.832
173,2.5617684245899515,0.0013606822601354028,0.1336,0.8352
174,2.6266704709119724,0.0013068952248262151,0.1256,0.8276
175,2.5722346168980312,0.0015359420914089986,0.0796,0.8276
176,2.644205455710643,0.0013356578768679663,0.092,0.8248
177,2.651955765207852,0.0014446678745617554,0.0868,0.8388
178,2.566663791545473,0.0012092386309647475,0.0872,0.8308
179,2.588907164412258,0.0012277929381410233,0.1032,0.8412
180,2.528720745261411,0.0013765611608356136,0.1656,0.838
181,2.5719777758971327,0.001341205165913116,0.1776,0.8304
182,2.579569047679324,0.0013465416262706462,0.1768,0.8368
183,2.564726571286212,0.0012137134813453641,0.162,0.8484
184,2.529274288253845,0.0011045008622836338,0.0792,0.8508
185,2.513607396967548,0.0011459298489021913,0.0884,0.8436
186,2.5009644106538413,0.0012522082360458685,0.094,0.834
187,2.552965585315549,0.001211108455304212,0.1996,0.8408
188,2.571511646846604,0.0011875168433053457,0.078,0.8268
189,2.6524622028419964,0.0010782997597315919,0.0796,0.8328
190,2.642988045443148,0.0012796517820093524,0.0916,0.8348
191,2.5547058528968707,0.001127408890866845,0.062,0.8436
192,2.5446937718400093,0.001161280821010047,0.0564,0.8392
193,2.6093379582724756,0.001036900095486837,0.0588,0.8376
194,2.6006390128423678,0.0009987266128887898,0.05,0.8248
195,2.592189096698595,0.0009805372061994526,0.0616,0.834
196,2.606464388402241,0.0010091400250900027,0.0532,0.82
197,2.6959070383453603,0.001026491584432764,0.0632,0.8284
198,2.6806972682644163,0.0010505361865490008,0.0512,0.8332
199,2.6382692348010597,0.0009803857215274214,0.05,0.8304
200,2.655832393331431,0.0009814776264442482,0.0448,0.8236
201,2.647620379555614,0.0008779649559126154,0.048,0.8116
202,2.7261882512120295,0.0009237730656975727,0.0464,0.8068
203,2.7096283512819994,0.0008004833539183693,0.0464,0.81
204,2.666250578300482,0.0009019516986773883,0.05,0.8176
205,2.670183947358441,0.0007922830823120738,0.0396,0.8096
206,2.6959759565293195,0.0007658776722041175,0.046,0.8232
207,2.6973397681465645,0.0007261252349406984,0.0408,0.832
208,2.6653983854187984,0.0007757451527153602,0.0468,0.8356
209,2.662078837238423,0.0006986724098255911,0.0776,0.8308
210,2.6894620936531086,0.0006778978994806096,0.078,0.8284
211,2.695708428860759,0.0007284146001288096,0.0792,0.8284
212,2.767305945880608,0.0006700142832204563,0.086,0.8244
213,2.7491066248725486,0.0006977467174632648,0.0764,0.8408
214,2.7795882566937196,0.000679661436198105,0.0788,0.8364
215,2.7901893530464386,0.0006230108597334522,0.0744,0.842
216,2.7843265205378023,0.0006330876346499529,0.0764,0.844
217,2.768265533114943,0.0006015576744619048,0.0344,0.838
218,2.7653748263135807,0.0004992823952192375,0.0328,0.8252
219,2.8196995441656942,0.0005477197272537888,0.072,0.8296
220,2.8251503985799067,0.0005289331921903854,0.0304,0.8372
221,2.834783670257861,0.0004635607775387199,0.0304,0.8584
222,2.7840562251097962,0.00040160115756611675,0.028,0.8644
223,2.737640061994145,0.0004907808453496232,0.0704,0.864
224,2.732786899428324,0.0004560137222970052,0.0696,0.8568
225,2.7536873867706073,0.00044620454300218213,0.0352,0.8404
226,2.811914894583481,0.0005227196871574161,0.0276,0.8232
227,2.8594900130960497,0.0004907342908897741,0.0308,0.8292
228,2.846247180345248,0.000470061023257483,0.066,0.8412
229,2.7755230370224115,0.00048427520088187694,0.032,0.8276
230,2.8258057611930933,0.00044998271921121004,0.0296,0.8204
231,2.851787824469346,0.0004476225257955645,0.032,0.8136
232,2.8434165384060384,0.0004886836265214159,0.0288,0.8016
233,2.87095368415708,0.0004654395910005198,0.0328,0.8016
234,2.8761660660565878,0.0004796810700913568,0.0324,0.8016
235,2.9692334080249916,0.0004637787815197288,0.0292,0.7968
236,2.943272022094167,0.00046647319033211185,0.0312,0.8012
237,2.897379906564545,0.0004968183519880466,0.0292,0.8004
238,2.910426193311011,0.0004523235449853803,0.0284,0.8136
239,2.8549498952103507,0.00036752679250717335,0.0304,0.82
240,2.764053086911197,0.0004909721622067501,0.0272,0.822
241,2.764443902995869,0.00042499326772812025,0.0348,0.8268
242,2.711822803003852,0.00040997865021780177,0.028,0.8292
243,2.6441699104241447,0.0004141388863448879,0.0304,0.8264
244,2.5882474216070355,0.0004473520224647894,0.0296,0.8404
245,2.5175131551523475,0.00039625089743646353,0.0256,0.834
246,2.5154394746770805,0.0003784341306729226,0.0304,0.8444
247,2.5254808928255557,0.0003823216797425623,0.0304,0.8508
248,2.4989332663455537,0.000404273599009695,0.0264,0.8572
249,2.5163848198011487,0.0003508590752498567,0.0264,0.8596
250,2.5113032608061,0.00031079388584057425,0.028,0.8668
251,2.483621022864339,0.00033999103495451453,0.0256,0.8644
252,2.5208867970655082,0.0003195586438352649,0.0232,0.8568
253,2.5177537992193306,0.00038618110407569216,0.0208,0.862
254,2.4793970043218527,0.0003908264817674235,0.0252,0.8756
255,2.4243819790301293,0.00036404318174580215,0.022,0.8736
256,2.390670200316292,0.0003925163204689144,0.0224,0.8832
257,2.353542640630349,0.00035637448172620923,0.0224,0.8844
258,2.3159546986439428,0.00033633554450894,0.0232,0.8892
259,2.2465872870712884,0.00032641931817637055,0.0216,0.8912
260,2.236794199524597,0.000321947675107582,0.0224,0.8924
261,2.2103855298709156,0.00030834607950219517,0.0284,0.8784
262,2.2355039123016147,0.00034176049468242467,0.1524,0.8796
263,2.240281918641265,0.00031320613485558797,0.1504,0.8808
264,2.243694400273339,0.00030512117836908995,0.1528,0.88
265,2.224788065784162,0.0003345209975110866,0.1528,0.8868
266,2.19178109604981,0.0003060477518010153,0.0244,0.8864
267,2.1878245275531865,0.0003263629914580451,0.0224,0.878
268,2.2114552323070296,0.000336121143698796,0.1492,0.866
269,2.2724054082806227,0.000321232349338273,0.0204,0.86
270,2.2740949315517898,0.00029762659850495816,0.0228,0.86
271,2.2440357393769417,0.00027274325209518933,0.0208,0.8536
272,2.29201563876319,0.0002717850727624624,0.0176,0.868
273,2.2338336272429267,0.00025960507944427136,0.0196,0.864
274,2.2303829637338826,0.00024597884393605374,0.1992,0.876
275,2.135049586157991,0.00024309625934107684,0.022,0.8836
276,2.0830672036453857,0.0002256850928910059,0.0172,0.8804
277,2.0859916966849283,0.00020254332360078746,0.0156,0.8692
278,2.121595026659923,0.0002131889108015476,0.0188,0.874
279,2.130138492473585,0.00021287243695436317,0.016,0.8884
280,2.079632440642759,0.00019721053988415563,0.0208,0.8912
281,2.0208960252013313,0.0001742495232535119,0.0184,0.906
282,1.9845028124572754,0.00019914875048842917,0.0188,0.9032
283,2.017905549470289,0.00019303139023402758,0.0204,0.8972
284,2.082622838887059,0.00020754565707028415,0.0192,0.894
285,2.0717140896725263,0.00020093846892955464,0.0204,0.8844
286,2.0880722056293584,0.00018518378902285224,0.0192,0.8908
287,2.0344919950077953,0.00019335822197118303,0.0176,0.8972
288,2.0426676579435745,0.00017918937257503553,0.0588,0.8912
289,2.0382721470184766,0.0001756560716497686,0.056,0.9004
290,2.0410989839696176,0.00017888452008921782,0.054,0.9028
291,2.0612219095500053,0.00018028795618777423,0.0568,0.8956
292,2.095778340778386,0.00017613858283240885,0.0168,0.9032
293,2.065051115289755,0.00016636544567129197,0.018,0.9048
294,2.0805879115728834,0.00016112425088809568,0.0136,0.9048
295,2.0611879726594307,0.00016294106624254552,0.0164,0.9052
296,2.0422979299085844,0.00017154396438233876,0.0156,0.9096
297,2.0275305487588713,0.00017091159109585492,0.0132,0.9136
298,2.03484384207078,0.00016644939641819256,0.0168,0.908
299,2.014672354780688,0.00017063255302748342,0.0144,0.9064
300,2.0973516680593547,0.0001629110067737229,0.016,0.9112
301,2.082770830874485,0.0001538557196664481,0.012,0.9104
302,2.0457078426927433,0.00014933750937532782,0.0132,0.9124
303,2.0114531131875024,0.00015172192851215795,0.014,0.9088
304,1.9973673658247888,0.00016773309663398417,0.0172,0.9104
305,1.9489233805873438,0.0001778499161185919,0.0136,0.9024
306,1.933040938412682,0.00017294554065746338,0.0144,0.9024
307,1.95647356279032,0.0001638784124553899,0.0112,0.9012
308,1.9457067208692145,0.00017892615960366296,0.0144,0.912
309,1.8598252671897557,0.0001609166364976958,0.016,0.9148
310,1.8277040606135053,0.0001548725251563172,0.0928,0.9064
311,1.8808793506711698,0.00018521860991448915,0.0968,0.9008
312,1.9116919395456577,0.00018362955071878496,0.0132,0.904
313,1.889435109420455,0.00015736875168526028,0.0696,0.9056
314,1.8556932208926082,0.0001727659858563897,0.0696,0.9052
315,1.8491179904624089,0.00016417197112829422,0.072,0.9152
316,1.8188021719672294,0.00016266631730046043,0.0692,0.918
317,1.8168934687179668,0.0001548892874429418,0.0152,0.918
318,1.8140940747086396,0.00015136561131764558,0.0176,0.9204
319,1.7556429307891583,0.0001530106689350916,0.0176,0.9264
320,1.734167344203402,0.00016498027647403787,0.0152,0.9304
321,1.6839062895325796,0.00015794944785545807,0.1168,0.9264
322,1.7114437303934777,0.00014840100228316733,0.0188,0.926
323,1.7153273593021037,0.00014801507862396946,0.0168,0.9336
324,1.6825849670922435,0.0001504072753780143,0.0172,0.9284
325,1.7131331506500698,0.00014790583256006222,0.0172,0.9292
326,1.7467370638099227,0.0001656344287814457,0.0176,0.9352
327,1.6764733692579226,0.00015944575819029378,0.0176,0.93
328,1.7084663883682503,0.00016683329258806182,0.0168,0.9252
329,1.705263154121509,0.00015326363402699852,0.1084,0.9132
330,1.7717059612455888,0.0001554099940388518,0.1084,0.9168
331,1.734158225864506,0.0001513475535482909,0.016,0.9172
332,1.7166048611035636,0.00016420760379024706,0.0176,0.924
333,1.700574436257678,0.00015414124784498022,0.02,0.92
334,1.7220213971809046,0.00015536129141805122,0.0192,0.9184
335,1.7329163412344577,0.00016465286436342306,0.018,0.908
336,1.810857393782479,0.000164723612211008,0.016,0.9064
337,1.8053592774835785,0.00014516645724686527,0.0168,0.9136
338,1.7933619852316112,0.00015228281620013157,0.0172,0.9144
339,1.768934247967085,0.00015050116256015386,0.0164,0.9072
340,1.796486041370493,0.0001598595136942964,0.0168,0.8916
341,1.8519557604543744,0.00015392051807332387,0.0156,0.89
342,1.8349722414270107,0.00013671160648352104,0.0148,0.8892
343,1.7873394480447307,0.00014353211165997001,0.0144,0.8944
344,1.7653165007612326,0.00015381026333658945,0.0136,0.8916
345,1.7379137009037202,0.00013980295847251713,0.0184,0.8848
346,1.7675948072182244,0.00014600440417744936,0.0196,0.8976
347,1.710313312517941,0.00013906143551430138,0.0144,0.8964
348,1.7138407249634937,0.00013545273734654647,0.0132,0.8996
349,1.7060646435054334,0.00013020143337112673,0.0144,0.9032
350,1.650143210880405,0.0001331630210532755,0.0156,0.8948
351,1.696611696854469,0.00012010752975615352,0.0132,0.8924
352,1.700559507539321,0.00011993805662792857,0.0156,0.8896
353,1.6813068870401844,0.00012814417960117138,0.0148,0.8772
354,1.7139809031903452,0.0001384226456401728,0.0136,0.8804
355,1.7630157299893239,0.00012488339972215937,0.014,0.8796
356,1.7815892138850185,0.00012437922516862076,0.0136,0.8824
357,1.7351369886862746,0.0001265576656001919,0.014,0.8784
358,1.7092003822358293,0.00012427204034645592,0.0176,0.8784
359,1.7334784739908784,0.00012601832957709477,0.0124,0.884
360,1.6626742490349506,0.00011648788061911123,0.012,0.8752
361,1.6974092341628668,0.00011541981878004318,0.0136,0.8744
362,1.662576854116428,0.00011619339171132953,0.0128,0.8788
363,1.6981155547180582,0.00010927035430982344,0.0128,0.8768
364,1.7143604123837755,0.00011434456966861161,0.0136,0.874
365,1.6873897577715984,0.00011843828157451192,0.0136,0.8732
366,1.6998376526610435,0.00011856930795633567,0.0124,0.8616
367,1.743575904635996,0.00010931826077235041,0.0124,0.866
368,1.7327100144309013,0.00010625985348702975,0.0104,0.862
369,1.7110382393926187,0.000112199936927887,0.0108,0.8676
370,1.697969573079067,0.00011526294936447059,0.1648,0.86
371,1.7288598573247482,0.00010983018922422702,0.0132,0.86
372,1.7497923585434974,0.000108715824575196,0.1624,0.8596
373,1.7485336960223814,0.00012086919739280063,0.0152,0.8516
374,1.767719635183943,0.00011080075695935941,0.0144,0.8408
375,1.8077441610243428,0.00010624407226667341,0.0128,0.8216
376,1.8388032632995306,0.00012471289743344507,0.0124,0.8244
377,1.8513281412106002,0.00012183766517331033,0.0108,0.8232
378,1.8213207844982857,0.00011256623475330012,0.012,0.8332
379,1.7366622846468462,0.000122574162279618,0.0136,0.8316
380,1.7505437693940282,0.00012549472641293038,0.0136,0.8228
381,1.7203113835510195,0.00012253856328026488,0.016,0.8384
382,1.6608429211787112,0.00011865163729322115,0.014,0.8396
383,1.6404612215452996,0.00012539627965837692,0.014,0.8572
384,1.56948831680321,0.00011522331969810012,0.0164,0.8552
385,1.5625822931992295,0.00011499199307430624,0.0108,0.852
386,1.5769257101139034,0.0001134468636319902,0.0112,0.8448
387,1.5071243718013745,0.00011716486261141575,0.0116,0.8636
388,1.474843455672437,0.00011131084289839942,0.0128,0.8632
389,1.507841019954109,0.00012008241322781992,0.0136,0.8556
390,1.5775607998716188,0.00011926331886304452,0.012,0.8588
391,1.5458826438189646,0.00011839500086947034,0.0136,0.8632
392,1.5660677827534832,0.0001225401880156144,0.0128,0.8636
393,1.5761999619803266,0.00012919654742655644,0.0148,0.8664
394,1.5584714868756113,0.00013136167701372615,0.0132,0.866
395,1.5563189015761179,0.00012570903186215126,0.0136,0.862
396,1.5942623745917064,0.00012917549783337325,0.0116,0.8664
397,1.5354126942474484,0.00012382609700021608,0.0964,0.8752
398,1.4850707483779213,0.00012249164156333356,0.0112,0.8668
399,1.577078569850671,0.00011492708227277326,0.0104,0.8516
400,1.6213152897500185,0.00011675104347970419,0.0124,0.848
401,1.6050003204504397,0.00011958683353422046,0.0116,0.842
402,1.5424573277037081,0.0001224533302692772,0.0132,0.85
403,1.5225637812611565,0.00012571439221715176,0.0992,0.8636
404,1.4261842239879652,0.00012330687846926782,0.1008,0.8688
405,1.4125328026571835,0.00012030609237251098,0.1008,0.8664
406,1.4155179438565704,0.00011745333741996004,0.014,0.8592
407,1.4612970370687468,0.00012233407467149187,0.014,0.8492
408,1.448970931851219,0.00013678358414984687,0.0128,0.8516
409,1.436520698265623,0.00013050442620376543,0.0136,0.8412
410,1.432075914832499,0.00012639219997041953,0.0152,0.8552
411,1.441135247019789,0.0001304523175518015,0.0116,0.8556
412,1.4318217314365658,0.0001301672159847884,0.0128,0.8456
413,1.4820446819644177,0.00013353266855511183,0.0108,0.8456
414,1.519275241273583,0.00012465900771911978,0.0112,0.8416
415,1.5472657679590638,0.00014153909482284908,0.0108,0.8432
416,1.529091420211233,0.00013410399808571428,0.0692,0.8536
417,1.5455718712844044,0.00013205205292374545,0.0128,0.8436
418,1.6443809896987045,0.00014506527715803697,0.1076,0.8576
419,1.5768884409788786,0.00013473531853440976,0.0692,0.8648
420,1.5334214599060427,0.00015105460931104419,0.1076,0.8692
421,1.5086598346784381,0.0001352472789977422,0.014,0.8692
422,1.5057844171675778,0.00012829939953146565,0.0124,0.874
423,1.4868383912025593,0.0001250505205542306,0.0148,0.8816
424,1.5421916360723265,0.00012670594000078572,0.012,0.8888
425,1.5252361881181102,0.00012958850634010632,0.0128,0.8972
426,1.4829045562946703,0.0001308897365914521,0.0112,0.9032
427,1.4430638646028011,0.00013848423011167155,0.0136,0.9096
428,1.4205257210263336,0.0001234612432359351,0.0112,0.9212
429,1.3834859048207817,0.00013000839894053608,0.0136,0.9248
430,1.337614498122373,0.00013014095847761482,0.014,0.9236
431,1.3181875134967043,0.0001232706208528097,0.0132,0.922
432,1.289459169540495,0.00013258730032387185,0.0144,0.9216
433,1.2494866345578892,0.00012891119719051373,0.0124,0.9288
434,1.2341660098436327,0.00014704083321212243,0.0144,0.9284
435,1.2423414410556608,0.00013511774561265736,0.0124,0.9188
436,1.248057928296871,0.00013460716399923473,0.0132,0.9156
437,1.2230093649623404,0.00012890369822487062,0.0136,0.9176
438,1.1933519906636016,0.00013124218067892538,0.0136,0.916
439,1.166408220077339,0.00011886836248670114,0.0112,0.9052
440,1.209621430684701,0.00011346666222454042,0.0104,0.9036
441,1.2562132069521506,0.00011326440648378505,0.0128,0.9064
442,1.2636963422794918,0.00011587896031015494,0.304,0.9016
443,1.3199041325651253,0.00011759875474953964,0.3024,0.9044
444,1.2997775354199788,0.0001244136289039966,0.3052,0.9068
445,1.3247333976237994,0.00012378119044591511,0.0132,0.9048
446,1.3493913877275807,0.00012076094538353922,0.304,0.9
447,1.3824782258144315,0.00013521643433008312,0.0116,0.8936
448,1.4439538582295535,0.00012843681686381823,0.012,0.8984
449,1.3738337946293964,0.00012785393331191336,0.012,0.8928
450,1.3800056097592202,0.00012775240866814025,0.0112,0.8984
451,1.3932636930085522,0.0001230225519316679,0.0124,0.896
452,1.3880639098450536,0.00011850039615755693,0.0112,0.8964
453,1.3925848405519665,0.00012648551393401182,0.0128,0.8972
454,1.369806082414326,0.0001254938124536222,0.0104,0.8988
455,1.37079039928843,0.00012177610561060542,0.0092,0.9024
456,1.3160141025299386,0.00012072649202840165,0.0104,0.8988
457,1.341881679777388,0.00012070464194229339,0.0092,0.9064
458,1.2830816070319133,0.00011105023162162126,0.0112,0.9152
459,1.234866616874914,0.000129261039960843,0.0144,0.9172
460,1.2279820759030278,0.0001311759139054587,0.0108,0.922
461,1.2349838547583087,0.0001223305194813303,0.0144,0.9192
462,1.2658958434150138,0.00013474514108441273,0.0136,0.912
463,1.2866633893005355,0.00013871033190077306,0.0136,0.9144
464,1.286995302722575,0.00013529414394665014,0.0136,0.932
465,1.1994340864517494,0.00013151351174789874,0.0132,0.924
